ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-08-01 12:15:00,HINDCOPPER,HINDCOPPER31AUG23C152,45990,OPTSTK,5300,10600,7.15,75790.0,-75790.0,B
2023-08-01 12:15:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,1600,53.35,85360.0,-85360.0,B
2023-08-01 12:15:00,EXIDEIND,EXIDEIND31AUG23C265,113920,OPTSTK,3600,7200,9.6,69120.0,-69120.0,B
2023-08-01 12:37:00,EXIDEIND,EXIDEIND31AUG23C265,113920,OPTSTK,3600,7200,8.8,63360.00000000001,63360.00000000001,S
2023-08-01 12:40:00,ASTRAL,ASTRAL31AUG23C2000,86538,OPTSTK,367,734,86.25,63307.5,63307.5,S
2023-08-01 12:42:00,HINDCOPPER,HINDCOPPER31AUG23C152,45990,OPTSTK,5300,10600,6.5,68900.0,68900.0,S
2023-08-01 13:05:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,3200,48.55,155360.0,155360.0,S
2023-08-01 13:15:00,EXIDEIND,EXIDEIND31AUG23C262.5,113918,OPTSTK,3600,7200,9.5,68400.0,-68400.0,B
2023-08-01 13:15:00,POWERGRID,POWERGRID31AUG23P250,140340,OPTSTK,2700,16200,5.6,90720.0,-90720.0,B
2023-08-01 13:15:00,IBULHSGFIN,IBULHSGFIN31AUG23P140,128839,OPTSTK,5100,20400,4.3,87720.0,-87720.0,B
2023-08-01 13:15:00,APOLLOHOSP,APOLLOHOSP31AUG23P5050,76486,OPTSTK,125,500,185.75,92875.0,-92875.0,B
2023-08-01 13:15:00,GODREJPROP,GODREJPROP31AUG23P1700,116907,OPTSTK,475,1425,64.9,92482.5,-92482.5,B
2023-08-01 15:26:00,EXIDEIND,EXIDEIND31AUG23C262.5,113918,OPTSTK,3600,7200,10.1,72720.0,72720.0,S
2023-08-01 15:26:00,POWERGRID,POWERGRID31AUG23P255,140344,OPTSTK,2700,16200,7.45,120690.0,120690.0,S
2023-08-01 15:26:00,POWERGRID,POWERGRID31AUG23P252.5,140342,OPTSTK,2700,16200,6.0,97200.0,97200.0,S
2023-08-01 15:26:00,POWERGRID,POWERGRID31AUG23P250,140340,OPTSTK,2700,16200,4.85,78570.0,78570.0,S
2023-08-01 15:26:00,IBULHSGFIN,IBULHSGFIN31AUG23P140,128839,OPTSTK,5100,40800,4.3,175440.0,175440.0,S
2023-08-01 15:26:00,APOLLOHOSP,APOLLOHOSP31AUG23P5100,76490,OPTSTK,125,500,216.35,108175.0,108175.0,S
2023-08-01 15:26:00,APOLLOHOSP,APOLLOHOSP31AUG23P5050,76486,OPTSTK,125,500,191.55,95775.0,95775.0,S
2023-08-01 15:26:00,GODREJPROP,GODREJPROP31AUG23P1720,116988,OPTSTK,475,1425,77.2,110010.0,110010.0,S
2023-08-01 15:26:00,GODREJPROP,GODREJPROP31AUG23P1700,116907,OPTSTK,475,1425,65.65,93551.25,93551.25,S
2023-08-01 15:26:00,UPL,UPL31AUG23P620,149645,OPTSTK,1300,5200,16.0,83200.0,83200.0,S
